run_name,run_dir,created_at_utc,started_at_utc,completed_at_utc,run_mode,run_status,failure_reason,failure_message,dataset,subject_id,version,target_id,target_id_meta,batch_id,run_group_id,run_index_for_target,runs_per_target,function_name,file_path,start_line,end_line,language,experiment_name,mutant_source,model_name,model_provider,prompt_name,prompt_version,temperature,n_requested_mutants,n_accepted_mutants,n_rejected_mutants,acceptance_rate,rej_duplicate_mutant,rej_unchanged_mutant,rej_non_executable_change,rej_non_executable_structural_change,rej_precode_not_found,rej_ambiguous_precode_match,rej_missing_or_invalid_aftercode,rej_missing_or_invalid_precode,generation_mode,dataset_split,missing_target_tests_policy,target_test_coverage_status,eligible_test_count,target_tests_csv_path,parsed_mutants_integrity,loaded_mutant_count,recovered_mutant_count,missing_mutant_count,notes,requested_mutant_count,indexed_input_row_count,indexed_used_row_count,deduplicated,total_mutants,build_successes,executable_mutants,killed_mutants,survived_mutants,baseline_failures,build_success_rate,executable_yield,mutation_score,parse_failed,parse_error_message,rej_invalid_json_response,indexed_rejected_artifact_count,target_run_count,new_mutants_for_target_in_run,repeated_mutants_from_prior_runs,cumulative_unique_mutants_for_target
batch11__Closure_106__precedence__closure_106f_precedence_line605,harness/executions/java/llm/16/batch11__Closure_106__precedence__closure_106f_precedence_line605,2026-07-11T18:51:08.343691+00:00,2026-08-01T02:06:09.120236+00:00,2026-08-01T02:08:42.118684+00:00,overwrite,ok,,,defects4j,Closure_106,f,closure_106f_precedence__line605_680,closure_106f_precedence__line605,batch11,batch11__closure_106f_precedence_line605,1,1,precedence,src/com/google/javascript/jscomp/NodeUtil.java,605,680,java,batch11__Closure_106__precedence__closure_106f_precedence_line605,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,15,0,0.9375,0,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,1892,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,15,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,15,15,15,True,15,14,14,8,6,0,0.9333333333333333,0.9333333333333333,0.5714285714285714,False,,0,0,6,15,0,15
batch11__Closure_107__transformAny__closure_107f_transformAny_line33,harness/executions/java/llm/16/batch11__Closure_107__transformAny__closure_107f_transformAny_line33,2026-07-11T18:50:13.381987+00:00,2026-08-01T02:02:11.592618+00:00,2026-08-01T02:02:15.341953+00:00,overwrite,no_coverage,no_mapped_target_tests,No mapped target tests found in harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv for target closure_107f_transformAny__line33_114,defects4j,Closure_107,f,closure_107f_transformAny__line33_114,closure_107f_transformAny__line33,batch11,batch11__closure_107f_transformAny_line33,1,1,transformAny,src/com/google/javascript/jscomp/parsing/parser/codegeneration/ParseTreeTransformer.java,33,114,java,batch11__Closure_107__transformAny__closure_107f_transformAny_line33,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,9,5,0.5625,1,1,0,3,0,0,,,batch_once,,report_and_skip,no_coverage,0,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,9,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,9,,,,,,,,,,,,,False,,0,5,6,0,0,0
batch11__Closure_107__visitAny__closure_107f_visitAny_line32,harness/executions/java/llm/16/batch11__Closure_107__visitAny__closure_107f_visitAny_line32,2026-07-11T18:49:51.065060+00:00,2026-08-01T02:02:06.768860+00:00,2026-08-01T02:02:10.434970+00:00,overwrite,no_coverage,no_mapped_target_tests,No mapped target tests found in harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv for target closure_107f_visitAny__line32_113,defects4j,Closure_107,f,closure_107f_visitAny__line32_113,closure_107f_visitAny__line32,batch11,batch11__closure_107f_visitAny_line32,1,1,visitAny,src/com/google/javascript/jscomp/parsing/parser/ParseTreeVisitor.java,32,113,java,batch11__Closure_107__visitAny__closure_107f_visitAny_line32,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,15,1,0.9375,0,0,0,1,0,0,,,batch_once,,report_and_skip,no_coverage,0,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,15,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,15,,,,,,,,,,,,,False,,0,1,6,0,0,0
batch11__Closure_125__precedenceWithDefault__closure_125f_precedenceWithDefault_line1179,harness/executions/java/llm/16/batch11__Closure_125__precedenceWithDefault__closure_125f_precedenceWithDefault_line1179,2026-07-11T18:52:30.160334+00:00,2026-08-01T02:16:35.171935+00:00,2026-08-01T02:24:34.552968+00:00,overwrite,ok,,,defects4j,Closure_125,f,closure_125f_precedenceWithDefault__line1179_1254,closure_125f_precedenceWithDefault__line1179,batch11,batch11__closure_125f_precedenceWithDefault_line1179,1,1,precedenceWithDefault,src/com/google/javascript/jscomp/NodeUtil.java,1179,1254,java,batch11__Closure_125__precedenceWithDefault__closure_125f_precedenceWithDefault_line1179,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,15,0,0.9375,0,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,3533,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,15,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,15,15,15,True,15,13,13,10,3,0,0.8666666666666667,0.8666666666666667,0.7692307692307693,False,,0,0,6,15,0,15
batch11__Closure_1__biggestPowerTen__closure_1f_biggestPowerTen_line180,harness/executions/java/llm/16/batch11__Closure_1__biggestPowerTen__closure_1f_biggestPowerTen_line180,2026-07-11T18:53:21.669364+00:00,2026-08-01T02:27:17.839078+00:00,2026-08-01T02:33:42.638661+00:00,overwrite,ok,,,defects4j,Closure_1,f,closure_1f_biggestPowerTen__line180_277,closure_1f_biggestPowerTen__line180,batch11,batch11__closure_1f_biggestPowerTen_line180,1,1,biggestPowerTen,lib/rhino/src/org/mozilla/javascript/v8dtoa/FastDtoa.java,180,277,java,batch11__Closure_1__biggestPowerTen__closure_1f_biggestPowerTen_line180,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,15,0,0.9375,0,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,1,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,15,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,15,15,15,True,15,11,11,0,11,0,0.7333333333333333,0.7333333333333333,0.0,False,,0,0,6,15,0,15
batch11__Closure_44__bytecodeName__closure_44f_bytecodeName_line179,harness/executions/java/llm/16/batch11__Closure_44__bytecodeName__closure_44f_bytecodeName_line179,2026-07-11T18:51:38.398336+00:00,2026-08-01T02:08:42.437079+00:00,2026-08-01T02:14:56.912490+00:00,overwrite,ok,,,defects4j,Closure_44,f,closure_44f_bytecodeName__line179_262,closure_44f_bytecodeName__line179,batch11,batch11__closure_44f_bytecodeName_line179,1,1,bytecodeName,lib/rhino/src/mozilla/js/rhino/src/org/mozilla/javascript/Icode.java,179,262,java,batch11__Closure_44__bytecodeName__closure_44f_bytecodeName_line179,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,14,1,0.875,0,0,0,1,0,0,,,batch_once,,report_and_skip,mapped,1,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,14,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,14,14,14,True,14,13,13,0,13,0,0.9285714285714286,0.9285714285714286,0.0,False,,0,1,6,14,0,14
batch11__Closure_44__findInstanceIdInfo__closure_44f_findInstanceIdInfo_line139,harness/executions/java/llm/16/batch11__Closure_44__findInstanceIdInfo__closure_44f_findInstanceIdInfo_line139,2026-07-11T18:53:55.510370+00:00,2026-08-01T02:33:42.966710+00:00,2026-08-01T02:33:43.974737+00:00,overwrite,failure,ValueError,No generated mutants found for execute_only mode in harness/executions/java/llm/16/batch11__Closure_44__findInstanceIdInfo__closure_44f_findInstanceIdInfo_line139/generation,defects4j,Closure_44,f,closure_44f_findInstanceIdInfo__line139_191,closure_44f_findInstanceIdInfo__line139,batch11,batch11__closure_44f_findInstanceIdInfo_line139,1,1,findInstanceIdInfo,lib/rhino/src/mozilla/js/rhino/src/org/mozilla/javascript/regexp/NativeRegExpCtor.java,139,191,java,batch11__Closure_44__findInstanceIdInfo__closure_44f_findInstanceIdInfo_line139,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,0,16,0,0,0,0,0,0,0,,,batch_once,,report_and_skip,,,,ok,0,0,0,No generated mutants found for execute_only mode in harness/executions/java/llm/16/batch11__Closure_44__findInstanceIdInfo__closure_44f_findInstanceIdInfo_line139/generation,0,,,,,,,,,,,,,True,Failed to parse extracted JSON object: Invalid \escape: line 14 column 25 (char 672),1,0,6,0,0,0
batch11__Closure_44__findPrototypeId__closure_44f_findPrototypeId_line459,harness/executions/java/llm/16/batch11__Closure_44__findPrototypeId__closure_44f_findPrototypeId_line459,2026-07-11T18:50:41.647914+00:00,2026-08-01T02:02:16.565182+00:00,2026-08-01T02:06:08.796176+00:00,overwrite,ok,,,defects4j,Closure_44,f,closure_44f_findPrototypeId__line459_537,closure_44f_findPrototypeId__line459,batch11,batch11__closure_44f_findPrototypeId_line459,1,1,findPrototypeId,lib/rhino/src/mozilla/js/rhino/xmlimplsrc/org/mozilla/javascript/xmlimpl/XMLObjectImpl.java,459,537,java,batch11__Closure_44__findPrototypeId__closure_44f_findPrototypeId_line459,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,8,7,0.5,0,0,0,2,0,0,,,batch_once,,report_and_skip,mapped,1,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,8,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,8,8,8,True,8,8,8,0,8,0,1.0,1.0,0.0,False,,0,7,6,8,0,8
batch11__Closure_44__hasSideEffects__closure_44f_hasSideEffects_line950,harness/executions/java/llm/16/batch11__Closure_44__hasSideEffects__closure_44f_hasSideEffects_line950,2026-07-11T18:49:23.279508+00:00,2026-08-01T01:57:08.805435+00:00,2026-08-01T02:02:06.413418+00:00,overwrite,ok,,,defects4j,Closure_44,f,closure_44f_hasSideEffects__line950_1043,closure_44f_hasSideEffects__line950,batch11,batch11__closure_44f_hasSideEffects_line950,1,1,hasSideEffects,lib/rhino/src/mozilla/js/rhino/src/org/mozilla/javascript/Node.java,950,1043,java,batch11__Closure_44__hasSideEffects__closure_44f_hasSideEffects_line950,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,12,3,0.75,3,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,1,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,12,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,12,12,12,True,12,9,9,0,9,0,0.75,0.75,0.0,False,,0,3,6,12,0,12
batch11__Closure_44__visit__closure_44f_visit_line381,harness/executions/java/llm/16/batch11__Closure_44__visit__closure_44f_visit_line381,2026-07-11T18:52:03.881945+00:00,2026-08-01T02:14:57.245142+00:00,2026-08-01T02:16:34.821426+00:00,overwrite,ok,,,defects4j,Closure_44,f,closure_44f_visit__line381_459,closure_44f_visit__line381,batch11,batch11__closure_44f_visit_line381,1,1,visit,lib/rhino/src/mozilla/js/rhino/src/org/mozilla/javascript/ast/AstNode.java,381,459,java,batch11__Closure_44__visit__closure_44f_visit_line381,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,13,2,0.8125,0,0,2,0,0,0,,,batch_once,,report_and_skip,mapped,1,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,13,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,13,13,13,True,13,0,0,0,0,0,0.0,0.0,,False,,0,2,6,13,0,13
batch11__Closure_46__mayBeExpression__closure_46f_mayBeExpression_line487,harness/executions/java/llm/16/batch11__Closure_46__mayBeExpression__closure_46f_mayBeExpression_line487,2026-07-11T18:52:55.005795+00:00,2026-08-01T02:24:34.874610+00:00,2026-08-01T02:27:17.487154+00:00,overwrite,ok,,,defects4j,Closure_46,f,closure_46f_mayBeExpression__line487_559,closure_46f_mayBeExpression__line487,batch11,batch11__closure_46f_mayBeExpression_line487,1,1,mayBeExpression,src/com/google/javascript/rhino/IR.java,487,559,java,batch11__Closure_46__mayBeExpression__closure_46f_mayBeExpression_line487,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,9,6,0.5625,6,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,100,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,9,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,9,9,9,True,9,2,2,1,1,0,0.2222222222222222,0.2222222222222222,0.5,False,,0,6,6,9,0,9
batch11__Closure_47__tokenToName__closure_47f_tokenToName_line1461,harness/executions/java/llm/16/batch11__Closure_47__tokenToName__closure_47f_tokenToName_line1461,2026-07-11T18:48:59.394471+00:00,2026-08-01T01:57:07.630249+00:00,2026-08-01T01:57:08.640884+00:00,overwrite,failure,ValueError,No generated mutants found for execute_only mode in harness/executions/java/llm/16/batch11__Closure_47__tokenToName__closure_47f_tokenToName_line1461/generation,defects4j,Closure_47,f,closure_47f_tokenToName__line1461_1548,closure_47f_tokenToName__line1461,batch11,batch11__closure_47f_tokenToName_line1461,1,1,tokenToName,src/com/google/javascript/rhino/Node.java,1461,1548,java,batch11__Closure_47__tokenToName__closure_47f_tokenToName_line1461,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,0,16,0,0,0,0,0,0,0,,,batch_once,,report_and_skip,,,,ok,0,0,0,No generated mutants found for execute_only mode in harness/executions/java/llm/16/batch11__Closure_47__tokenToName__closure_47f_tokenToName_line1461/generation,0,,,,,,,,,,,,,True,"Failed to parse extracted JSON object: Expecting ',' delimiter: line 14 column 38 (char 458)",1,0,6,0,0,0
batch11__Codec_11__pattern__codec_11f_pattern_line405,harness/executions/java/llm/16/batch11__Codec_11__pattern__codec_11f_pattern_line405,2026-07-11T18:55:32.526514+00:00,2026-08-01T02:35:00.947227+00:00,2026-08-01T02:36:29.441880+00:00,overwrite,ok,,,defects4j,Codec_11,f,codec_11f_pattern__line405_496,codec_11f_pattern__line405,batch11,batch11__codec_11f_pattern_line405,1,1,pattern,src/main/java/org/apache/commons/codec/language/bm/Rule.java,405,496,java,batch11__Codec_11__pattern__codec_11f_pattern_line405,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,15,1,0.9375,0,0,0,1,0,0,,,batch_once,,report_and_skip,mapped,11,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,15,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,15,15,15,True,15,13,13,5,8,0,0.8666666666666667,0.8666666666666667,0.38461538461538464,False,,0,1,6,15,0,15
batch11__Codec_13__encode__codec_13f_encode_line385,harness/executions/java/llm/16/batch11__Codec_13__encode__codec_13f_encode_line385,2026-07-11T18:57:41.853680+00:00,2026-08-01T02:47:42.999951+00:00,2026-08-01T02:48:10.117622+00:00,overwrite,ok,,,defects4j,Codec_13,f,codec_13f_encode__line385_469,codec_13f_encode__line385,batch11,batch11__codec_13f_encode_line385,1,1,encode,src/main/java/org/apache/commons/codec/language/bm/PhoneticEngine.java,385,469,java,batch11__Codec_13__encode__codec_13f_encode_line385,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,8,7,0.5,1,0,0,2,0,0,,,batch_once,,report_and_skip,mapped,13,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,8,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,8,8,8,True,8,3,3,0,3,0,0.375,0.375,0.0,False,,0,7,6,8,0,8
batch11__Codec_13__handleG__codec_13f_handleG_line408,harness/executions/java/llm/16/batch11__Codec_13__handleG__codec_13f_handleG_line408,2026-07-11T18:55:09.568739+00:00,2026-08-01T02:34:17.656243+00:00,2026-08-01T02:35:00.635640+00:00,overwrite,ok,,,defects4j,Codec_13,f,codec_13f_handleG__line408_461,codec_13f_handleG__line408,batch11,batch11__codec_13f_handleG_line408,1,1,handleG,src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java,408,461,java,batch11__Codec_13__handleG__codec_13f_handleG_line408,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,15,0,0.9375,0,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,5,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,15,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,15,15,15,True,15,14,14,13,1,0,0.9333333333333333,0.9333333333333333,0.9285714285714286,False,,0,0,6,15,0,15
batch11__Codec_13__handleJ__codec_13f_handleJ_line514,harness/executions/java/llm/16/batch11__Codec_13__handleJ__codec_13f_handleJ_line514,2026-07-11T18:58:37.312222+00:00,2026-08-01T02:48:27.855709+00:00,2026-08-01T02:49:03.587048+00:00,overwrite,ok,,,defects4j,Codec_13,f,codec_13f_handleJ__line514_545,codec_13f_handleJ__line514,batch11,batch11__codec_13f_handleJ_line514,1,1,handleJ,src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java,514,545,java,batch11__Codec_13__handleJ__codec_13f_handleJ_line514,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,10,6,0.625,1,0,3,2,0,0,,,batch_once,,report_and_skip,mapped,8,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,10,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,10,10,10,True,10,8,8,4,4,0,0.8,0.8,0.5,False,,0,6,6,10,0,10
batch11__Codec_13__handleS__codec_13f_handleS_line597,harness/executions/java/llm/16/batch11__Codec_13__handleS__codec_13f_handleS_line597,2026-07-11T18:56:54.848308+00:00,2026-08-01T02:41:52.318489+00:00,2026-08-01T02:42:28.279431+00:00,overwrite,ok,,,defects4j,Codec_13,f,codec_13f_handleS__line597_642,codec_13f_handleS__line597,batch11,batch11__codec_13f_handleS_line597,1,1,handleS,src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java,597,642,java,batch11__Codec_13__handleS__codec_13f_handleS_line597,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,13,3,0.8125,1,0,0,2,0,0,,,batch_once,,report_and_skip,mapped,8,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,13,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,13,13,13,True,13,10,10,9,1,0,0.7692307692307693,0.7692307692307693,0.9,False,,0,3,6,13,0,13
batch11__Codec_17__transcodeRemaining__codec_17f_transcodeRemaining_line118,harness/executions/java/llm/16/batch11__Codec_17__transcodeRemaining__codec_17f_transcodeRemaining_line118,2026-07-11T18:59:03.152384+00:00,2026-08-01T02:49:03.916322+00:00,2026-08-01T02:49:58.743461+00:00,overwrite,ok,,,defects4j,Codec_17,f,codec_17f_transcodeRemaining__line118_167,codec_17f_transcodeRemaining__line118,batch11,batch11__codec_17f_transcodeRemaining_line118,1,1,transcodeRemaining,src/main/java/org/apache/commons/codec/language/Nysiis.java,118,167,java,batch11__Codec_17__transcodeRemaining__codec_17f_transcodeRemaining_line118,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,14,2,0.875,0,0,0,2,0,0,,,batch_once,,report_and_skip,mapped,19,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,14,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,14,14,14,True,14,12,12,11,1,0,0.8571428571428571,0.8571428571428571,0.9166666666666666,False,,0,2,6,14,0,14
batch11__Codec_1__handleC__codec_1f_handleC_line281,harness/executions/java/llm/16/batch11__Codec_1__handleC__codec_1f_handleC_line281,2026-07-11T18:55:53.791421+00:00,2026-08-01T02:36:29.743487+00:00,2026-08-01T02:41:44.365467+00:00,overwrite,ok,,,defects4j,Codec_1,f,codec_1f_handleC__line281_330,codec_1f_handleC__line281,batch11,batch11__codec_1f_handleC_line281,1,1,handleC,src/java/org/apache/commons/codec/language/DoubleMetaphone.java,281,330,java,batch11__Codec_1__handleC__codec_1f_handleC_line281,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,12,2,0.75,0,0,0,2,0,0,,,batch_once,,report_and_skip,mapped,4,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,12,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,12,12,12,True,12,11,11,6,5,0,0.9166666666666666,0.9166666666666666,0.5454545454545454,False,,0,2,6,12,0,12
batch11__Codec_1__handleG__codec_1f_handleG_line418,harness/executions/java/llm/16/batch11__Codec_1__handleG__codec_1f_handleG_line418,2026-07-11T18:54:46.218373+00:00,2026-08-01T02:34:01.296614+00:00,2026-08-01T02:34:17.321974+00:00,overwrite,ok,,,defects4j,Codec_1,f,codec_1f_handleG__line418_469,codec_1f_handleG__line418,batch11,batch11__codec_1f_handleG_line418,1,1,handleG,src/java/org/apache/commons/codec/language/DoubleMetaphone.java,418,469,java,batch11__Codec_1__handleG__codec_1f_handleG_line418,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,10,5,0.625,0,0,0,2,0,0,,,batch_once,,report_and_skip,mapped,3,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,10,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,10,10,10,True,10,8,8,4,4,0,0.8,0.8,0.5,False,,0,5,6,10,0,10
batch11__Codec_1__handleJ__codec_1f_handleJ_line526,harness/executions/java/llm/16/batch11__Codec_1__handleJ__codec_1f_handleJ_line526,2026-07-11T18:58:09.542018+00:00,2026-08-01T02:48:10.439476+00:00,2026-08-01T02:48:27.548107+00:00,overwrite,ok,,,defects4j,Codec_1,f,codec_1f_handleJ__line526_556,codec_1f_handleJ__line526,batch11,batch11__codec_1f_handleJ_line526,1,1,handleJ,src/java/org/apache/commons/codec/language/DoubleMetaphone.java,526,556,java,batch11__Codec_1__handleJ__codec_1f_handleJ_line526,llm,codegeex4:9b,ollama,line_edit_prompt_v1,v1,0.8,16,12,4,0.75,4,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,5,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,12,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,12,12,12,True,12,12,12,2,10,0,1.0,1.0,0.16666666666666666,False,,0,4,6,12,0,12
